2016,Кировская область,28.0
2016,Костромская область,27.1
2016,Краснодарский край,25.5
2016,Красноярский край,22.1
2016,Крым,27.4
2016,Курганская область,27.9
2016,Курская область,27.8
2016,Ленинградская область,27.2
2016,Липецкая область,27.5
2016,Магаданская область,20.3
2016,Марий Эл,24.1
2016,Мордовия,26.6
2016,Москва,26.2
2016,Московская область,24.6
2016,Мурманская область,21.2
2016,Ненецкий автономный округ,17.0
2016,Нижегородская область,27.2
2016,Новгородская область,28.7
2016,Новосибирская область,24.3
2016,Омская область,23.8
2016,Оренбургская область,24.0
2016,Орловская область,28.3
2016,Пензенская область,28.5
2016,Пермский край,24.0
2016,Приморский край,23.9
2016,Псковская область,29.0
2016,Республика Алтай,17.3
2016,Республика Коми,21.2
2016,Республика Тыва,10.9
2016,Ростовская область,26.3
2016,Рязанская область,29.5
2016,Самарская область,26.3
2016,Санкт-Петербург,26.4
2016,Саратовская область,26.7
2016,Сахалинская область,22.7
2016,Свердловская область,25.1
2016,Севастополь,27.2
2016,Северная Осетия,22.4
2016,Смоленская область,27.4
2016,Ставропольский край,23.6
2016,Тамбовская область,29.3
2016,Татарстан,23.8
2016,Тверская область,28.7
2016,Томская область,22.0
2016,Тульская область,29.9
2016,Тюменская область,21.0
2016,Удмуртия,23.6
2016,Ульяновская область,27.5
2016,Хабаровский край,22.4
2016,Хакасия,22.5
2016,Ханты-Мансийский автономный округ,14.0
2016,Челябинская область,24.9
2016,Чечня,9.6
2016,Чувашия,23.9
2016,Чукотский автономный округ,13.2
2016,Якутия,15.8
2016,Ямало-Ненецкий автономный округ,10.0
2016,Ярославская область,28.0
2017,Адыгея,25.3
2017,Алтайский край,26.6
2017,Амурская область,22.6
2017,Архангельская область,26.2
2017,Астраханская область,23.7
2017,Башкортостан,23.4
2017,Белгородская область,27.2
2017,Брянская область,27.3
2017,Бурятия,19.7
2017,Владимирская область,28.9
2017,Волгоградская область,26.9
2017,Вологодская область,25.9
2017,Воронежская область,28.5
2017,Дагестан,13.2
2017,Еврейская автономная область,22.5
2017,Забайкальский край,20.1
2017,Ивановская область,28.5
2017,Ингушетия,12.0
2017,Иркутская область,22.4
2017,Кабардино-Балкария,19.7
2017,Калининградская область,25.0
2017,Калмыкия,21.2
2017,Калужская область,27.7
2017,Камчатский край,20.3
2017,Карачаево-Черкесия,21.5
2017,Карелия,26.6
2017,Кемеровская область,25.1
2017,Кировская область,28.6
2017,Костромская область,27.6
2017,Краснодарский край,25.8
2017,Красноярский край,22.5
2017,Крым,27.7
2017,Курганская область,28.5
2017,Курская область,28.2
2017,Ленинградская область,27.6
2017,Липецкая область,27.9
2017,Магаданская область,20.9
2017,Марий Эл,24.8
2017,Мордовия,27.1
2017,Москва,26.8
2017,Московская область,24.7
2017,Мурманская область,21.8
2017,Ненецкий автономный округ,17.8
2017,Нижегородская область,27.6
2017,Новгородская область,29.1
2017,Новосибирская область,24.7
2017,Омская область,24.4
2017,Оренбургская область,24.6
2017,Орловская область,28.7
2017,Пензенская область,29.1
2017,Пермский край,24.4
2017,Приморский край,24.3
2017,Псковская область,29.3
2017,Республика Алтай,17.9
2017,Республика Коми,21.8
2017,Республика Тыва,11.1
2017,Ростовская область,26.7
2017,Рязанская область,29.9
2017,Самарская область,26.7
2017,Санкт-Петербург,26.7
2017,Саратовская область,27.2
2017,Сахалинская область,23.1
2017,Свердловская область,25.5
2017,Севастополь,27.1
2017,Северная Осетия,22.8
2017,Смоленская область,28.0
2017,Ставропольский край,24.0
2017,Тамбовская область,29.9
2017,Татарстан,24.3
2017,Тверская область,29.0
2017,Томская область,22.5
2017,Тульская область,30.2
2017,Тюменская область,21.4
2017,Удмуртия,24.2
2017,Ульяновская область,28.2
2017,Хабаровский край,22.7
2017,Хакасия,22.9
2017,Ханты-Мансийский автономный округ,14.8
2017,Челябинская область,25.3
2017,Чечня,10.0
2017,Чувашия,24.4
2017,Чукотский автономный округ,13.9
2017,Якутия,16.4
2017,Ямало-Ненецкий автономный округ,10.8
2017,Ярославская область,28.2
